Damage,ESPORTSTMNT01_1040633,UP,4,4,13,41301,7533,20645,7089,90,26,3605,4,17207,12432,61,0,
Zantins,ESPORTSTMNT01_1040633,KBM,5,2,5,234393,21789,16691,9051,58,5,4720,1,21238,15370,324,14,
Ranger,ESPORTSTMNT01_1040633,KBM,2,2,11,249163,20756,19585,27430,54,19,13978,1,26005,13074,44,187,
dyNquedo,ESPORTSTMNT01_1040633,KBM,0,5,8,192660,12834,22866,7414,29,23,5732,1,26017,12177,284,8,
TitaN,ESPORTSTMNT01_1040633,KBM,5,5,5,229789,20927,16509,11322,36,6,3061,3,17169,14973,300,21,
Riyev,ESPORTSTMNT01_1040633,KBM,2,7,8,30290,5223,45707,2259,97,35,6060,5,27644,10118,50,0,
Yang,ESPORTSTMNT01_1040648,VK,2,2,3,212147,9964,23369,10844,47,15,10069,1,22167,13387,302,16,
Laba,ESPORTSTMNT01_1040648,VK,1,4,3,181059,3866,15817,21065,52,1,11160,7,24380,11117,32,163,
tockers,ESPORTSTMNT01_1040648,VK,0,1,3,187592,15585,5047,688,26,33,1844,1,12464,11507,267,16,
Klaus,ESPORTSTMNT01_1040648,VK,3,2,2,226054,9311,6591,3666,44,7,2123,2,14102,14130,307,32,
Jockster,ESPORTSTMNT01_1040648,VK,1,4,4,11389,4053,14469,806,100,17,1838,4,13744,8226,19,0,
Duclou,ESPORTSTMNT01_1040648,CNB,4,1,3,275630,9746,25878,13075,43,16,3833,1,13441,14851,318,16,
Yampi,ESPORTSTMNT01_1040648,CNB,3,2,4,212124,11292,20348,39635,70,21,17073,1,28448,12949,34,165,
Aslan,ESPORTSTMNT01_1040648,CNB,1,1,5,231383,16818,6116,9219,43,32,5248,15,11481,13267,299,18,
pbO,ESPORTSTMNT01_1040648,CNB,5,1,6,211923,17991,5299,26329,46,10,541,1,7498,16463,289,20,
Hawk,ESPORTSTMNT01_1040648,CNB,0,2,7,40910,3876,27730,1301,110,22,7194,5,15915,11054,72,0,
Nyu,ESPORTSTMNT01_1040661,RDP,4,0,5,181459,15752,28865,12989,38,42,6734,1,18968,12899,244,13,
Zuao,ESPORTSTMNT01_1040661,RDP,5,0,5,197240,14180,20246,48466,53,17,15679,1,26369,13171,41,148,
Krastyel,ESPORTSTMNT01_1040661,RDP,2,1,8,225827,16873,22791,7750,40,23,2433,1,12345,13018,279,24,
DudsTheBoy,ESPORTSTMNT01_1040661,RDP,2,1,5,237535,21010,10463,12060,52,12,1927,1,13646,14363,306,30,
Ceos,ESPORTSTMNT01_1040661,RDP,1,0,9,22992,4232,5255,4529,97,36,1671,1,6033,7974,23,0,
Tay,ESPORTSTMNT01_1040661,ITZ,1,3,0,202463,10765,51115,4222,32,28,1331,1,32556,12061,283,0,
Shini,ESPORTSTMNT01_1040661,ITZ,1,4,1,149279,4549,24263,6779,28,13,8020,1,25403,8731,6,139,
Envy,ESPORTSTMNT01_1040661,ITZ,0,2,2,134094,8615,9262,1006,34,20,2048,1,14607,9946,242,8,
WHITELOTUS,ESPORTSTMNT01_1040661,ITZ,0,2,1,190247,6807,7776,947,27,0,2198,3,11565,11820,321,8,
RedBert,ESPORTSTMNT01_1040661,ITZ,0,3,1,28795,2825,13257,0,64,12,2943,2,14990,8730,67,0,
Robo,ESPORTSTMNT01_1040668,FLA,2,0,2,140438,5811,24500,6117,19,18,1762,1,14800,9889,221,8,
Shrimp,ESPORTSTMNT01_1040668,FLA,1,0,10,148040,4403,16396,20051,49,4,9434,1,17659,10549,34,140,
Goku,ESPORTSTMNT01_1040668,FLA,2,0,6,141831,11205,11966,2032,26,13,211,1,7139,10322,217,8,
brTT,ESPORTSTMNT01_1040668,FLA,6,0,4,198460,18533,5450,24969,35,12,2154,1,7581,14374,256,30,
Luci,ESPORTSTMNT01_1040668,FLA,1,1,8,22499,2308,12127,2155,93,15,3663,5,5869,9048,49,0,
fNb,ESPORTSTMNT01_1040668,PRG,0,1,1,134249,5403,15149,2520,34,6,1378,1,10738,9363,232,4,
Lima,ESPORTSTMNT01_1040668,PRG,0,3,1,107788,3351,6977,11063,26,11,7011,1,15543,7068,7,105,
Lynkotiko,ESPORTSTMNT01_1040668,PRG,0,1,1,162773,7753,6245,702,22,13,1514,1,11086,9979,273,8,
Luskka,ESPORTSTMNT01_1040668,PRG,1,3,0,119480,7125,5120,6100,38,0,1995,2,10380,9745,233,15,
Wos,ESPORTSTMNT01_1040668,PRG,0,4,1,26974,2570,10228,708,67,19,2659,3,12729,7164,52,0,
Nyu,ESPORTSTMNT01_1032020,RDP,2,1,3,232220,10664,36452,17154,53,20,3064,1,16191,14636,289,14,
Zuao,ESPORTSTMNT01_1032020,RDP,2,1,9,230606,9567,29515,52109,84,10,25877,1,38505,14884,49,205,
Krastyel,ESPORTSTMNT01_1032020,RDP,5,1,6,272200,20893,34841,7132,69,21,4685,1,19620,16692,342,16,
DudsTheBoy,ESPORTSTMNT01_1032020,RDP,5,1,6,360083,24190,15835,69496,62,5,8210,5,19071,19827,379,38,
Ceos,ESPORTSTMNT01_1032020,RDP,0,0,12,52989,6948,18189,5875,107,28,5910,4,15689,13059,86,0,
Duclou,ESPORTSTMNT01_1032020,CNB,0,2,2,270278,11819,28095,3257,50,22,17352,1,31367,13869,334,32,
Yampi,ESPORTSTMNT01_1032020,CNB,1,3,1,189733,6481,29509,12932,84,14,8316,1,24576,11446,36,161,
Aslan,ESPORTSTMNT01_1032020,CNB,2,2,0,348531,25823,8613,10038,39,1,4117,1,19148,17315,399,32,
pbO,ESPORTSTMNT01_1032020,CNB,1,4,3,241573,19715,12015,1144,39,25,116,1,15466,14811,356,8,
Hawk,ESPORTSTMNT01_1032020,CNB,0,3,4,40738,4266,36944,0,84,20,7231,5,18310,11133,77,0,
Tay,ESPORTSTMNT01_1032029,ITZ,2,0,4,183474,5255,24580,13696,45,4,1768,1,12195,12385,251,16,
Shini,ESPORTSTMNT01_1032029,ITZ,0,2,8,174900,8727,14509,30032,49,13,11703,1,20543,11131,25,157,
Envy,ESPORTSTMNT01_1032029,ITZ,1,1,6,152963,6357,6066,12791,38,12,1119,1,10511,11999,233,16,
WHITELOTUS,ESPORTSTMNT01_1032029,ITZ,5,0,2,152282,8827,4822,32934,60,6,2587,3,8623,14105,260,24,
RedBert,ESPORTSTMNT01_1032029,ITZ,1,0,6,43185,4159,22502,7930,78,29,8134,5,15502,10208,62,0,
fNb,ESPORTSTMNT01_1032029,PRG,0,0,1,218977,13476,4952,720,26,12,63,1,5437,10962,297,8,
Lima,ESPORTSTMNT01_1032029,PRG,1,3,1,116985,3592,17796,5054,25,12,7622,5,23117,7969,15,112,
Lynkotiko,ESPORTSTMNT01_1032029,PRG,2,4,1,140595,4848,7214,1696,33,15,2670,1,12644,11031,259,8,
Luskka,ESPORTSTMNT01_1032029,PRG,0,0,1,131785,15354,4430,1207,24,13,479,1,5696,9903,223,4,
Wos,ESPORTSTMNT01_1032029,PRG,0,2,1,25184,3614,6028,3223,67,20,977,4,7930,6821,47,0,
Fitz,ESPORTSTMNT01_1032034,UP,2,1,2,187147,6621,21758,8620,37,11,2805,1,11088,12015,261,14,
LeChase,ESPORTSTMNT01_1032034,UP,2,4,6,136166,7690,26221,11486,56,14,7057,1,24852,10038,28,129,
Anyyy,ESPORTSTMNT01_1032034,UP,4,2,4,291375,20217,4671,12354,51,0,1750,1,9701,15662,338,45,
Alternative,ESPORTSTMNT01_1032034,UP,1,2,5,200199,17388,7575,18619,40,26,2566,5,11843,13624,280,39,
Damage,ESPORTSTMNT01_1032034,UP,0,3,3,34069,3136,10672,1394,91,7,2615,3,11353,9846,69,0,
Robo,ESPORTSTMNT01_1032034,FLA,1,2,5,170210,7522,28238,4664,44,16,1702,1,17080,11972,261,9,
Shrimp,ESPORTSTMNT01_1032034,FLA,0,3,9,150145,8294,13514,22461,60,9,12028,1,25975,10233,29,136,
Goku,ESPORTSTMNT01_1032034,FLA,3,2,8,196598,12237,27619,3332,40,18,607,1,16423,13487,288,20,
brTT,ESPORTSTMNT01_1032034,FLA,6,0,4,207870,13592,7376,11499,31,4,2404,3,10330,16806,302,29,
Luci,ESPORTSTMNT01_1032034,FLA,2,2,7,28923,3179,13901,5752,88,16,7589,5,12997,9161,40,0,
Yang,ESPORTSTMNT01_1032042,VK,10,0,7,248565,27855,27620,16636,40,8,3737,1,32017,17819,305,10,
Laba,ESPORTSTMNT01_1032042,VK,3,2,9,206681,13472,28003,45965,69,15,22620,1,38733,13525,45,162,
tockers,ESPORTSTMNT01_1032042,VK,7,1,10,270493,27499,12609,13066,53,51,4075,1,20884,17290,315,41,
micaO,ESPORTSTMNT01_1032042,VK,4,2,13,237772,33145,5874,21113,47,17,1741,1,13353,15566,288,4,
Jockster,ESPORTSTMNT01_1032042,VK,0,7,15,44213,6141,39889,2026,106,35,10076,5,31491,11579,69,0,
Zantins,ESPORTSTMNT01_1032042,KBM,5,7,4,248277,16937,30262,4710,41,17,19137,1,40286,14960,281,40,
Ranger,ESPORTSTMNT01_1032042,KBM,1,4,5,247837,15168,16283,20168,96,21,11661,1,24066,12942,42,198,
dyNquedo,ESPORTSTMNT01_1032042,KBM,1,3,7,167763,12628,57779,3829,43,41,5021,3,33427,11972,268,0,
TitaN,ESPORTSTMNT01_1032042,KBM,4,6,7,298436,45766,6699,4328,47,40,578,1,16839,16541,349,14,
Riyev,ESPORTSTMNT01_1032042,KBM,1,4,8,56163,7248,24220,2178,103,31,5238,5,20640,12541,84,0,
Fitz,ESPORTSTMNT01_1042195,UP,4,0,6,190240,17878,7091,7540,32,19,521,1,6067,14108,277,13,
LeChase,ESPORTSTMNT01_1042195,UP,3,0,10,156278,7597,23564,18787,50,30,30461,5,26237,11874,27,152,
Anyyy,ESPORTSTMNT01_1042195,UP,5,0,7,184754,17935,28471,16652,37,29,3053,1,14150,13614,256,4,
Alternative,ESPORTSTMNT01_1042195,UP,2,3,10,169209,19260,6207,33771,24,4,3033,3,11628,12198,205,32,
Damage,ESPORTSTMNT01_1042195,UP,2,3,9,22933,4643,10153,3534,76,24,730,4,11178,9447,49,0,
fNb,ESPORTSTMNT01_1042195,PRG,1,2,3,136608,5313,47328,3681,23,14,468,1,21708,10602,238,0,
Leozuxo,ESPORTSTMNT01_1042195,PRG,0,3,5,131197,5520,20356,3739,40,16,7951,1,24573,8442,22,126,
Lynkotiko,ESPORTSTMNT01_1042195,PRG,3,3,0,154994,9062,6985,2788,27,2,13693,1,17490,11179,253,16,
Luskka,ESPORTSTMNT01_1042195,PRG,1,2,4,159931,12442,6273,3066,19,31,3000,3,11915,11327,249,17,
Wos,ESPORTSTMNT01_1042195,PRG,1,6,5,27812,4550,22593,0,74,27,3813,5,14984,7732,46,0,
Nyu,ESPORTSTMNT01_1042202,RDP,2,3,8,271442,24261,18999,8635,44,18,5835,1,20489,15146,306,18,
Zuao,ESPORTSTMNT01_1042202,RDP,2,5,8,192039,13480,27852,12583,67,19,19526,1,38045,12733,61,157,
Krastyel,ESPORTSTMNT01_1042202,RDP,6,5,6,263190,20279,66876,7323,68,38,2973,1,30854,16261,328,8,
DudsTheBoy,ESPORTSTMNT01_1042202,RDP,3,4,7,306780,36234,18051,5994,37,27,1811,1,21552,17908,395,23,
Ceos,ESPORTSTMNT01_1042202,RDP,0,4,10,58739,8519,25053,265,107,54,5869,5,23013,11982,94,0,
Robo,ESPORTSTMNT01_1042202,FLA,2,4,10,200270,12173,87493,10650,47,42,5308,1,42310,14973,258,7,
Shrimp,ESPORTSTMNT01_1042202,FLA,6,2,11,300626,11046,56523,74620,89,17,18603,3,41940,18312,59,224,
Goku,ESPORTSTMNT01_1042202,FLA,5,6,11,256800,29427,21692,13100,54,46,6603,1,30029,17472,290,28,
brTT,ESPORTSTMNT01_1042202,FLA,6,0,9,441916,28708,12670,53954,54,11,6074,3,17094,21185,416,39,
Luci,ESPORTSTMNT01_1042202,FLA,2,1,14,38648,14989,34845,5330,125,34,14546,5,14411,11916,24,0,
Duclou,ESPORTSTMNT01_1042212,CNB,4,0,7,214251,15802,15681,21217,39,18,13257,1,23886,14542,252,20,
Yampi,ESPORTSTMNT01_1042212,CNB,7,2,5,191879,14733,18251,32924,80,16,14101,1,23997,13217,23,166,
Aslan,ESPORTSTMNT01_1042212,CNB,3,2,8,162346,20701,6718,7851,45,35,4340,2,13695,12209,211,28,
pbO,ESPORTSTMNT01_1042212,CNB,5,1,8,191061,17902,10084,15715,39,9,994,1,12410,14502,265,14,
Hawk,ESPORTSTMNT01_1042212,CNB,1,3,12,46628,4976,13352,2272,80,21,4243,4,13661,11662,81,0,
Zantins,ESPORTSTMNT01_1042212,KBM,2,5,1,115342,7414,10232,2260,26,2,6024,1,19347,9563,196,6,
Ranger,ESPORTSTMNT01_1042212,KBM,1,5,3,164352,9449,5774,10330,35,12,7602,1,21502,9880,22,145,
dyNquedo,ESPORTSTMNT01_1042212,KBM,2,2,2,154300,9006,21283,3357,46,10,3400,1,16462,11175,253,0,
TitaN,ESPORTSTMNT01_1042212,KBM,2,3,4,238589,22064,6878,3150,41,1,1749,1,14299,13822,328,12,
Riyev,ESPORTSTMNT01_1042212,KBM,1,5,5,16004,3898,22630,962,65,23,5938,5,19735,7688,29,0,
Yang,ESPORTSTMNT01_1042225,VK,5,1,8,289163,30353,44451,30557,52,30,30182,1,41186,17895,327,12,
Laba,ESPORTSTMNT01_1042225,VK,3,3,6,231713,14761,32019,39759,70,13,24742,1,41540,15061,49,193,
tockers,ESPORTSTMNT01_1042225,VK,3,2,8,246055,34879,14902,11170,44,44,4476,1,21792,15359,282,40,
micaO,ESPORTSTMNT01_1042225,VK,4,1,9,285084,31204,10605,27592,42,13,720,1,10445,18444,346,26,
Jockster,ESPORTSTMNT01_1042225,VK,1,3,9,51614,7775,18515,3603,100,31,6559,5,19939,13307,90,0,
Tay,ESPORTSTMNT01_1042225,ITZ,3,4,5,285156,16406,55377,6735,38,25,5185,1,28994,15027,316,18,
Shini,ESPORTSTMNT01_1042225,ITZ,3,3,7,211398,16561,52355,23734,57,22,12150,1,44748,12664,45,169,
Envy,ESPORTSTMNT01_1042225,ITZ,1,2,5,259523,23193,13366,9073,94,3,6276,1,22340,14426,327,20,
Mills,ESPORTSTMNT01_1042225,ITZ,3,3,3,289940,28922,25411,11096,35,3,42697,1,34893,16352,358,16,
RedBert,ESPORTSTMNT01_1042225,ITZ,0,4,7,56605,7493,44642,1035,84,36,19626,5,27279,12272,84,0,
Yang,ESPORTSTMNT02_992579,VK,2,2,3,117972,15328,6827,8844,19,6,1612,1,7106,9169,186,4,
Laba,ESPORTSTMNT02_992579,VK,3,1,9,156218,6115,17238,38540,39,3,14340,8,22795,10594,15,147,
tockers,ESPORTSTMNT02_992579,VK,5,0,4,139517,13185,13897,4412,21,15,692,1,7049,11557,188,23,
micaO,ESPORTSTMNT02_992579,VK,4,1,7,131474,10011,6558,26381,33,2,1926,2,7614,11647,175,28,
Jockster,ESPORTSTMNT02_992579,VK,4,0,9,30081,4295,11073,5071,65,22,1887,5,6817,9766,51,0,
fNb,ESPORTSTMNT02_992579,PRG,1,3,0,116748,5137,11066,1670,25,7,6164,1,20674,8569,214,8,
Leozuxo,ESPORTSTMNT02_992579,PRG,0,5,1,81493,2301,9679,4002,18,75,7899,1,17526,5895,14,84,
Lynkotiko,ESPORTSTMNT02_992579,PRG,2,1,0,96442,7579,6209,2376,19,1,10729,1,14411,8605,198,4,
Luskka,ESPORTSTMNT02_992579,PRG,1,5,2,113768,6464,4955,878,21,5,1033,3,9728,8404,216,0,
Wos,ESPORTSTMNT02_992579,PRG,0,4,3,9518,2240,7191,866,53,10,744,5,7141,5320,7,0,
Nyu,ESPORTSTMNT02_992586,RDP,3,3,6,297890,35112,19064,19418,57,10,5465,1,16434,16254,307,37,
Zuao,ESPORTSTMNT02_992586,RDP,7,1,6,210864,13180,29101,45950,80,20,23092,1,38685,15638,45,171,
Krastyel,ESPORTSTMNT02_992586,RDP,3,4,7,312037,22877,10192,7244,42,40,1441,1,18581,17671,358,24,
DudsTheBoy,ESPORTSTMNT02_992586,RDP,4,2,5,306477,34719,16246,19292,58,4,4855,2,27332,17895,334,46,
Ceos,ESPORTSTMNT02_992586,RDP,2,3,15,24633,6642,15079,2640,108,29,2434,5,16538,11807,46,0,
Zantins,ESPORTSTMNT02_992586,KBM,2,6,3,274412,17749,20362,10137,53,3,38376,1,41610,14860,334,24,
Ranger,ESPORTSTMNT02_992586,KBM,2,3,7,273058,11578,31816,36511,52,16,21266,1,39532,13923,64,182,
dyNquedo,ESPORTSTMNT02_992586,KBM,4,4,3,241645,17595,47053,3512,40,22,3430,2,30563,15583,328,0,
TitaN,ESPORTSTMNT02_992586,KBM,5,3,5,244674,29868,9724,8423,64,24,2631,1,17350,16210,342,16,
Riyev,ESPORTSTMNT02_992586,KBM,0,3,7,55771,2155,31401,5000,88,4,8987,5,22603,12973,88,0,
Robo,ESPORTSTMNT02_992600,FLA,4,2,8,145850,11389,21716,10468,41,17,1039,1,15008,11870,206,18,
Shrimp,ESPORTSTMNT02_992600,FLA,6,1,5,240554,18109,10238,49626,49,10,15674,1,25700,12945,43,186,
Goku,ESPORTSTMNT02_992600,FLA,2,2,5,140425,9358,4218,3919,34,15,2691,4,10213,10972,210,20,
brTT,ESPORTSTMNT02_992600,FLA,3,0,4,153747,13174,8841,22777,43,4,588,2,5691,13301,236,12,
Luci,ESPORTSTMNT02_992600,FLA,0,1,10,29502,4079,13712,7542,80,16,6616,8,9742,8061,20,0,
Tay,ESPORTSTMNT02_992600,ITZ,2,3,1,125206,7279,25694,373,24,26,1206,1,21366,9043,206,0,
Shini,ESPORTSTMNT02_992600,ITZ,0,4,4,170754,5635,14065,10064,33,14,12048,1,23312,8691,30,125,
Envy,ESPORTSTMNT02_992600,ITZ,0,2,1,103055,6551,5452,1171,27,0,1931,1,10917,8673,206,8,
WHITELOTUS,ESPORTSTMNT02_992600,ITZ,4,4,1,145709,17567,7409,2476,17,10,1517,4,14181,12275,234,12,
RedBert,ESPORTSTMNT02_992600,ITZ,0,2,5,16949,3641,4758,2737,52,37,2151,7,7442,6363,9,0,
Duclou,ESPORTSTMNT02_992604,CNB,0,2,4,169264,9947,14428,4618,36,6,8171,1,16903,11117,275,2,
Yampi,ESPORTSTMNT02_992604,CNB,2,4,2,203376,7688,18864,28127,71,124,14491,1,28656,11596,51,159,
Aslan,ESPORTSTMNT02_992604,CNB,3,1,3,226032,18896,28651,8384,41,14,2371,1,21827,14232,304,20,
pbO,ESPORTSTMNT02_992604,CNB,1,1,3,217963,16731,8402,7719,29,2,3933,3,18932,12994,295,8,
Hawk,ESPORTSTMNT02_992604,CNB,0,3,4,34712,4676,20163,1256,75,25,2536,4,15639,9665,60,0,
Fitz,ESPORTSTMNT02_992604,UP,2,1,6,224096,14385,36139,10971,54,13,1481,2,16825,15861,315,12,
LeChase,ESPORTSTMNT02_992604,UP,2,1,8,168768,6677,27144,22335,47,10,10978,1,25704,12184,30,149,
Anyyy,ESPORTSTMNT02_992604,UP,5,1,5,345375,33502,9657,29538,47,1,4810,1,12973,17457,327,68,
Alternative,ESPORTSTMNT02_992604,UP,2,1,6,183614,12712,8789,21466,33,24,6710,4,13929,13629,265,30,
Damage,ESPORTSTMNT02_992604,UP,0,2,10,37054,4266,27612,854,90,25,9228,5,16104,11326,67,0,
Tay,ESPORTSTMNT02_982737,ITZ,0,2,6,192255,8976,59910,6639,44,24,2528,1,34884,14220,281,4,
Shini,ESPORTSTMNT02_982737,ITZ,5,6,7,336339,35105,11712,48193,81,19,14627,1,30551,17745,99,222,
Envy,ESPORTSTMNT02_982737,ITZ,6,3,5,290796,18190,20612,5204,47,16,17872,1,34855,17355,314,24,
Mills,ESPORTSTMNT02_982737,ITZ,5,2,5,300666,37394,11821,25012,64,23,1456,1,16308,19231,349,24,
RedBert,ESPORTSTMNT02_982737,ITZ,0,1,9,76994,7516,21911,6389,113,35,7182,5,19711,15614,119,0,
Zantins,ESPORTSTMNT02_982737,KBM,4,4,3,264734,15960,63435,10289,52,23,1941,1,33446,16929,311,32,
Ranger,ESPORTSTMNT02_982737,KBM,6,4,7,226516,19275,35210,29639,98,23,22374,8,41725,14854,53,164,
dyNquedo,ESPORTSTMNT02_982737,KBM,1,2,9,241381,37748,7126,8794,50,55,2152,3,17922,14743,287,28,
TitaN,ESPORTSTMNT02_982737,KBM,3,3,3,357008,27374,11026,37021,81,24,3403,1,22946,17936,398,24,
Riyev,ESPORTSTMNT02_982737,KBM,0,3,9,42674,2380,22607,6263,128,11,11826,5,20572,12442,74,4,
Duclou,ESPORTSTMNT02_982743,CNB,2,5,8,222536,18609,37395,19391,44,27,18367,1,47331,14840,258,15,
Yampi,ESPORTSTMNT02_982743,CNB,3,4,10,234823,14663,58905,36394,113,19,19767,6,47453,14221,54,183,
Aslan,ESPORTSTMNT02_982743,CNB,5,2,6,245631,16934,21624,8729,51,8,21028,1,36499,17911,322,16,
pbO,ESPORTSTMNT02_982743,CNB,4,6,9,195657,20356,53743,1917,35,39,4197,5,35427,13790,257,6,
Hawk,ESPORTSTMNT02_982743,CNB,0,6,6,44904,5203,51116,2006,105,34,14115,5,25381,12206,82,0,
fNb,ESPORTSTMNT02_982743,PRG,7,3,14,201525,26018,56127,11719,55,31,2662,1,25704,16647,255,22,
Lima,ESPORTSTMNT02_982743,PRG,4,4,14,221798,17683,13688,41028,74,5,16579,11,27849,15145,60,173,
Lynkotiko,ESPORTSTMNT02_982743,PRG,2,2,14,280936,31554,13833,12542,39,58,4563,1,20894,16211,309,40,
Luskka,ESPORTSTMNT02_982743,PRG,10,2,11,299380,59063,12629,27781,37,24,2234,1,15006,20051,312,22,
Wos,ESPORTSTMNT02_982743,PRG,0,3,21,56544,10658,24897,3453,112,56,6909,5,21929,13144,88,0,
Robo,ESPORTSTMNT02_982765,FLA,4,1,11,121274,9318,18871,4063,25,29,1363,1,15991,11106,200,6,
Shrimp,ESPORTSTMNT02_982765,FLA,2,1,13,164883,7307,14079,22517,34,85,14228,1,23151,10651,25,142,
Goku,ESPORTSTMNT02_982765,FLA,4,0,10,188466,17683,16233,5522,30,18,1503,1,12172,12373,247,14,
brTT,ESPORTSTMNT02_982765,FLA,5,0,7,158578,10330,8521,31472,59,1,2409,2,14234,13540,246,32,
Luci,ESPORTSTMNT02_982765,FLA,3,0,11,46072,5349,9617,8239,86,13,4481,4,10175,10663,67,0,
Yang,ESPORTSTMNT02_982765,VK,1,4,0,152907,6953,18681,5322,24,7,366,2,12046,10689,253,4,
Laba,ESPORTSTMNT02_982765,VK,0,3,1,154109,6066,17152,19565,32,7,11891,5,25726,8131,19,131,
tockers,ESPORTSTMNT02_982765,VK,0,3,2,153419,19281,4634,0,20,32,840,5,12157,9747,237,16,
micaO,ESPORTSTMNT02_982765,VK,1,4,1,118231,8284,8580,5498,23,1,1393,2,10423,10348,225,25,
Jockster,ESPORTSTMNT02_982765,VK,0,4,2,31142,3506,22434,205,64,20,5134,5,14221,7917,54,0,
Nyu,ESPORTSTMNT02_982778,RDP,0,4,1,96659,6691,16551,416,17,9,1323,1,12316,7464,168,1,
Zuao,ESPORTSTMNT02_982778,RDP,2,5,2,116410,5896,10660,10044,26,96,9003,1,20545,7846,16,114,
Krastyel,ESPORTSTMNT02_982778,RDP,2,2,1,173567,14310,5371,2131,35,25,679,1,10337,10443,263,12,
DudsTheBoy,ESPORTSTMNT02_982778,RDP,1,5,2,96039,10753,5080,452,20,20,2928,1,14161,9030,206,0,
Ceos,ESPORTSTMNT02_982778,RDP,0,6,4,15835,2803,14607,272,69,15,2255,4,11915,6338,43,0,
Fitz,ESPORTSTMNT02_982778,UP,3,1,5,166818,10374,12313,8614,28,15,9616,1,15577,12389,241,25,
LeChase,ESPORTSTMNT02_982778,UP,6,1,7,134841,7763,12335,28046,29,12,12543,1,18849,10400,14,124,
Anyyy,ESPORTSTMNT02_982778,UP,5,0,4,163029,10973,6422,5686,33,1,16523,1,13853,11816,262,3,
Alternative,ESPORTSTMNT02_982778,UP,7,1,8,180847,16307,7709,27331,42,4,5405,4,18815,14113,236,36,
Damage,ESPORTSTMNT02_982778,UP,1,2,13,33482,4471,11517,4275,61,5,3414,4,10197,9623,54,1,
Robo,ESPORTSTMNT01_1061491,FLA,3,4,13,230641,16799,44327,7136,40,54,4224,1,27742,14258,279,15,
Shrimp,ESPORTSTMNT01_1061491,FLA,5,2,10,180247,14071,30363,30514,102,14,10659,1,29239,13673,57,167,
Goku,ESPORTSTMNT01_1061491,FLA,5,1,10,210900,18555,8645,16384,56,30,5528,1,13163,15295,301,16,
brTT,ESPORTSTMNT01_1061491,FLA,7,0,9,250641,20710,11735,26873,29,7,3955,3,10715,16344,286,35,
Luci,ESPORTSTMNT01_1061491,FLA,0,2,16,36908,6074,22625,1941,100,35,10837,5,18021,9746,70,0,
Duclou,ESPORTSTMNT01_1061491,CNB,1,4,3,198593,11374,69771,7379,33,44,3152,1,32531,11263,233,8,
Yampi,ESPORTSTMNT01_1061491,CNB,1,5,2,158347,8280,16740,14688,103,3,14633,1,28657,10541,32,145,
Aslan,ESPORTSTMNT01_1061491,CNB,3,4,3,250999,20907,7532,10536,44,36,2068,3,15148,13366,284,23,
pbO,ESPORTSTMNT01_1061491,CNB,3,2,5,242385,21986,7744,11628,39,6,2282,3,15264,15851,347,16,
Hawk,ESPORTSTMNT01_1061491,CNB,1,5,6,41603,4661,16834,3834,87,26,2326,4,15275,11138,75,0,
Tay,ESPORTSTMNT01_1061503,ITZ,3,2,4,197689,11287,27106,9197,37,11,4091,1,29097,13479,261,15,
Shini,ESPORTSTMNT01_1061503,ITZ,3,3,5,187065,9833,42975,22651,55,21,7063,1,40867,12185,65,141,
Envy,ESPORTSTMNT01_1061503,ITZ,4,1,3,167480,13455,17645,435,29,4,5584,1,13528,12446,250,16,
WHITELOTUS,ESPORTSTMNT01_1061503,ITZ,1,4,3,194853,17042,14168,17912,40,2,5055,4,15723,13197,292,23,
RedBert,ESPORTSTMNT01_1061503,ITZ,0,3,5,44523,4290,16622,1027,103,27,1680,4,12163,10858,87,0,
Fitz,ESPORTSTMNT01_1061503,UP,3,6,2,232839,17753,23530,11877,47,2,6911,4,27970,15865,315,12,
LeChase,ESPORTSTMNT01_1061503,UP,0,1,8,176659,7756,35458,18781,47,35,40401,5,33771,11880,42,158,
Anyyy,ESPORTSTMNT01_1061503,UP,2,1,7,194158,14590,9289,10402,51,32,2464,1,13557,13843,251,29,
Alternative,ESPORTSTMNT01_1061503,UP,8,1,4,258036,27932,14825,23809,35,17,1505,3,6413,17014,307,16,
Damage,ESPORTSTMNT01_1061503,UP,0,2,11,30372,7059,6743,5061,101,30,4951,14,10489,10938,70,0,
fNb,ESPORTSTMNT01_1061518,PRG,1,1,2,146627,6623,25934,2240,28,7,1984,2,12700,10073,233,4,
Lima,ESPORTSTMNT01_1061518,PRG,1,2,1,132286,4576,6172,3233,32,6,6097,1,17962,9031,28,111,
Lynkotiko,ESPORTSTMNT01_1061518,PRG,1,1,1,118693,6098,6435,717,22,9,3436,1,14122,9525,224,5,
Luskka,ESPORTSTMNT01_1061518,PRG,1,1,2,148624,4829,8669,2852,19,5,1535,2,10257,10657,251,5,
Wos,ESPORTSTMNT01_1061518,PRG,0,2,2,25824,3626,4970,3033,61,17,1221,1,9399,6121,26,0,
Zantins,ESPORTSTMNT01_1061518,KBM,1,1,2,187744,12545,11973,9501,34,10,2195,1,10905,12001,243,25,
Ranger,ESPORTSTMNT01_1061518,KBM,1,0,1,172573,3504,15645,33563,53,8,14712,1,25176,11488,36,176,
dyNquedo,ESPORTSTMNT01_1061518,KBM,2,1,1,206705,7374,13101,20690,42,11,1775,1,10132,13171,250,32,
